LDNA (nm)	j (index)	j stdev	Force (pN)	fstdev
1.000000E+0	1.356854E+0	4.928102E-1	1.075917E+1	5.317974E+0
2.000000E+0	2.052288E+0	3.021755E-1	1.431384E+1	1.866671E+0
3.000000E+0	3.976074E+0	9.338999E-1	8.947371E+0	4.297089E+0
4.000000E+0	5.082133E+0	8.952655E-1	8.976639E+0	3.737816E+0
5.000000E+0	6.026319E+0	7.464727E-1	9.417678E+0	3.234663E+0
6.000000E+0	6.716812E+0	5.432583E-1	1.074272E+1	2.748659E+0
7.000000E+0	7.229461E+0	6.543582E-1	1.383587E+1	2.545055E+0
8.000000E+0	9.173675E+0	8.414225E-1	1.050283E+1	4.498877E+0
9.000000E+0	9.824404E+0	6.445222E-1	1.125920E+1	2.267760E+0
1.000000E+1	1.051732E+1	1.121584E+0	1.335196E+1	3.076419E+0
1.100000E+1	1.289673E+1	1.314112E+0	9.967994E+0	3.968286E+0
1.200000E+1	1.385937E+1	9.731303E-1	9.666508E+0	2.054890E+0
1.300000E+1	1.447739E+1	8.084856E-1	1.050987E+1	1.860484E+0
1.400000E+1	1.501100E+1	9.102224E-1	1.179000E+1	1.911622E+0
1.500000E+1	1.608677E+1	1.598904E+0	1.254120E+1	3.186825E+0
1.600000E+1	1.829267E+1	1.376243E+0	1.014490E+1	2.957627E+0
1.700000E+1	1.912076E+1	9.335420E-1	1.015475E+1	1.604208E+0
1.800000E+1	1.959244E+1	7.461580E-1	1.106923E+1	1.445515E+0
1.900000E+1	1.997240E+1	6.957998E-1	1.235389E+1	1.443754E+0
2.000000E+1	2.047551E+1	9.113220E-1	1.375186E+1	2.004080E+0
2.100000E+1	2.153351E+1	1.066268E+0	1.387825E+1	2.823533E+0
2.200000E+1	2.249796E+1	9.746996E-1	1.381841E+1	2.156026E+0
2.300000E+1	2.354020E+1	1.089288E+0	1.390105E+1	2.626404E+0
2.400000E+1	2.449186E+1	9.603767E-1	1.388037E+1	2.078368E+0
2.500000E+1	2.538643E+1	9.438690E-1	1.417768E+1	2.318388E+0
2.600000E+1	2.603198E+1	5.636897E-1	1.475143E+1	1.548665E+0
2.700000E+1	2.635999E+1	6.076998E-1	1.649421E+1	1.580289E+0
2.800000E+1	2.703657E+1	9.127278E-1	1.763344E+1	2.590218E+0
2.900000E+1	2.865861E+1	1.701887E+0	1.646589E+1	3.671305E+0
3.000000E+1	3.130000E+1	1.422832E+0	1.298470E+1	2.803805E+0
3.100000E+1	3.213333E+1	8.925851E-1	1.292256E+1	1.353397E+0
3.200000E+1	3.264908E+1	9.951866E-1	1.374958E+1	1.533584E+0
3.300000E+1	3.337222E+1	9.814963E-1	1.426121E+1	1.809901E+0
3.400000E+1	3.397170E+1	6.844820E-1	1.486051E+1	1.439106E+0
3.500000E+1	3.430978E+1	6.206792E-1	1.612093E+1	1.263056E+0
3.600000E+1	3.477854E+1	8.064612E-1	1.737086E+1	1.835966E+0
3.700000E+1	3.561783E+1	9.837434E-1	1.778389E+1	2.332475E+0
3.800000E+1	3.688165E+1	1.473613E+0	1.732861E+1	2.810992E+0
3.900000E+1	3.942152E+1	2.140933E+0	1.484452E+1	3.339421E+0
4.000000E+1	4.158764E+1	1.588572E+0	1.296078E+1	2.104688E+0
4.100000E+1	4.250621E+1	1.031412E+0	1.290116E+1	1.373731E+0
4.200000E+1	4.289445E+1	6.531563E-1	1.355173E+1	9.119626E-1
4.300000E+1	4.309299E+1	5.753869E-1	1.459214E+1	7.796999E-1
4.400000E+1	4.334114E+1	8.825366E-1	1.576828E+1	1.084510E+0
4.500000E+1	4.440628E+1	2.454011E+0	1.622714E+1	2.571374E+0
4.600000E+1	4.952418E+1	3.546640E+0	1.221208E+1	3.650254E+0
4.700000E+1	5.187233E+1	1.498468E+0	1.055931E+1	1.242608E+0
4.800000E+1	5.230280E+1	1.089001E+0	1.089522E+1	7.533764E-1
4.900000E+1	5.258449E+1	9.690445E-1	1.140893E+1	7.007635E-1
5.000000E+1	5.284045E+1	9.244102E-1	1.199039E+1	7.093598E-1
5.100000E+1	5.311209E+1	9.593843E-1	1.261727E+1	7.802718E-1
5.200000E+1	5.345614E+1	1.080475E+0	1.324456E+1	9.359103E-1
5.300000E+1	5.395738E+1	1.295739E+0	1.378243E+1	1.179880E+0
5.400000E+1	5.475331E+1	1.679685E+0	1.408136E+1	1.514183E+0
5.500000E+1	5.613842E+1	2.251328E+0	1.386845E+1	1.967381E+0
5.600000E+1	5.810864E+1	2.218447E+0	1.304496E+1	2.021418E+0
5.700000E+1	5.939010E+1	1.345670E+0	1.265852E+1	1.305679E+0
5.800000E+1	5.981189E+1	7.719632E-1	1.305048E+1	7.308498E-1
5.900000E+1	5.998893E+1	6.595752E-1	1.375317E+1	5.825938E-1
6.000000E+1	6.017221E+1	8.184655E-1	1.454671E+1	7.076238E-1
6.100000E+1	6.056090E+1	1.326504E+0	1.525476E+1	1.158694E+0
6.200000E+1	6.174385E+1	2.211304E+0	1.528318E+1	2.037964E+0
6.300000E+1	6.402279E+1	2.297994E+0	1.410584E+1	2.221502E+0
6.400000E+1	6.548330E+1	1.584669E+0	1.354275E+1	1.402531E+0
6.500000E+1	6.622694E+1	1.451525E+0	1.372752E+1	1.160836E+0
6.600000E+1	6.694559E+1	1.467440E+0	1.397463E+1	1.219708E+0
6.700000E+1	6.767465E+1	1.371125E+0	1.419816E+1	1.204291E+0
6.800000E+1	6.830391E+1	1.214858E+0	1.449796E+1	1.104698E+0
6.900000E+1	6.883666E+1	1.285033E+0	1.491259E+1	1.058879E+0
7.000000E+1	6.971344E+1	2.539020E+0	1.520458E+1	1.597086E+0
7.100000E+1	7.359718E+1	5.246774E+0	1.370859E+1	3.150262E+0
7.200000E+1	7.930161E+1	3.735820E+0	1.084899E+1	2.137393E+0
7.300000E+1	8.087562E+1	2.105265E+0	1.041107E+1	9.652072E-1
7.400000E+1	8.143017E+1	1.572503E+0	1.057569E+1	6.916090E-1
7.500000E+1	8.176171E+1	1.213923E+0	1.085333E+1	5.566413E-1
7.600000E+1	8.197291E+1	9.691406E-1	1.120158E+1	4.576061E-1
7.700000E+1	8.212202E+1	8.495912E-1	1.160366E+1	4.058546E-1
7.800000E+1	8.225294E+1	8.339409E-1	1.204475E+1	4.075174E-1
7.900000E+1	8.239716E+1	8.820593E-1	1.251176E+1	4.543334E-1
8.000000E+1	8.257792E+1	9.578137E-1	1.299189E+1	5.313178E-1
8.100000E+1	8.281152E+1	1.032037E+0	1.347221E+1	6.222242E-1
8.200000E+1	8.310269E+1	1.079830E+0	1.394321E+1	7.075809E-1
8.300000E+1	8.344035E+1	1.102358E+0	1.440570E+1	7.712825E-1
8.400000E+1	8.382318E+1	1.219210E+0	1.486344E+1	8.467205E-1
8.500000E+1	8.440457E+1	1.817995E+0	1.523760E+1	1.145617E+0
8.600000E+1	8.597009E+1	3.152773E+0	1.503629E+1	1.950643E+0
8.700000E+1	8.924894E+1	3.444423E+0	1.364245E+1	2.241682E+0
8.800000E+1	9.131248E+1	1.868904E+0	1.282943E+1	1.261381E+0
8.900000E+1	9.182375E+1	9.806842E-1	1.301547E+1	6.085353E-1
9.000000E+1	9.200481E+1	8.310395E-1	1.346057E+1	4.625978E-1
9.100000E+1	9.217469E+1	9.167619E-1	1.395392E+1	5.157737E-1
9.200000E+1	9.241529E+1	1.106239E+0	1.444121E+1	6.519029E-1
9.300000E+1	9.280446E+1	1.378924E+0	1.486632E+1	8.578938E-1
9.400000E+1	9.344100E+1	1.690068E+0	1.514636E+1	1.103192E+0
9.500000E+1	9.438403E+1	1.968463E+0	1.521615E+1	1.308719E+0
9.600000E+1	9.560677E+1	2.239037E+0	1.509165E+1	1.442827E+0
9.700000E+1	9.711636E+1	2.536466E+0	1.479270E+1	1.559948E+0
9.800000E+1	9.884300E+1	2.663912E+0	1.436148E+1	1.567749E+0
9.900000E+1	1.005161E+2	2.720016E+0	1.397689E+1	1.463496E+0
1.000000E+2	1.022026E+2	3.054537E+0	1.364694E+1	1.474328E+0
1.010000E+2	1.042183E+2	3.474726E+0	1.320509E+1	1.573756E+0
1.020000E+2	1.064316E+2	3.463408E+0	1.267658E+1	1.520514E+0
1.030000E+2	1.082616E+2	2.958352E+0	1.230250E+1	1.272936E+0
1.040000E+2	1.094668E+2	2.345091E+0	1.218992E+1	9.966534E-1
1.050000E+2	1.102119E+2	1.854683E+0	1.227347E+1	7.879703E-1
1.060000E+2	1.106941E+2	1.517823E+0	1.247465E+1	6.501716E-1
1.070000E+2	1.110386E+2	1.318690E+0	1.274595E+1	5.705084E-1
1.080000E+2	1.113223E+2	1.234779E+0	1.305880E+1	5.418095E-1
1.090000E+2	1.115954E+2	1.235331E+0	1.339303E+1	5.558437E-1
1.100000E+2	1.118934E+2	1.293620E+0	1.373239E+1	6.017280E-1
1.110000E+2	1.122464E+2	1.408744E+0	1.406123E+1	6.742887E-1
1.120000E+2	1.126993E+2	1.627072E+0	1.435659E+1	7.867329E-1
1.130000E+2	1.133572E+2	2.038439E+0	1.456687E+1	9.778360E-1
1.140000E+2	1.144438E+2	2.656398E+0	1.457874E+1	1.267447E+0
1.150000E+2	1.161628E+2	3.139646E+0	1.427156E+1	1.511359E+0
1.160000E+2	1.181137E+2	2.940924E+0	1.380790E+1	1.436194E+0
1.170000E+2	1.195156E+2	2.240243E+0	1.357230E+1	1.104706E+0
1.180000E+2	1.202726E+2	1.597993E+0	1.364188E+1	7.938333E-1
1.190000E+2	1.206699E+2	1.178023E+0	1.389587E+1	5.921503E-1
1.200000E+2	1.209045E+2	9.502846E-1	1.424696E+1	4.792131E-1
1.210000E+2	1.210805E+2	9.404041E-1	1.465099E+1	4.507173E-1
1.220000E+2	1.213051E+2	1.354828E+0	1.506477E+1	5.791478E-1
1.230000E+2	1.219366E+2	2.655225E+0	1.534190E+1	1.073704E+0
1.240000E+2	1.244487E+2	5.037256E+0	1.485120E+1	2.069853E+0
1.250000E+2	1.297518E+2	5.251784E+0	1.308391E+1	2.228091E+0
1.260000E+2	1.326780E+2	2.771600E+0	1.218489E+1	1.172747E+0
1.270000E+2	1.333788E+2	1.466092E+0	1.222124E+1	5.693168E-1
1.280000E+2	1.336064E+2	1.051939E+0	1.247043E+1	3.815793E-1
1.290000E+2	1.337422E+2	9.038437E-1	1.277000E+1	3.243268E-1
1.300000E+2	1.338549E+2	8.879551E-1	1.309373E+1	3.142500E-1
1.310000E+2	1.339798E+2	1.033843E+0	1.343076E+1	3.545029E-1
1.320000E+2	1.341785E+2	1.429594E+0	1.376133E+1	4.793641E-1
1.330000E+2	1.346124E+2	2.196601E+0	1.402897E+1	7.430345E-1
1.340000E+2	1.356884E+2	3.362887E+0	1.408077E+1	1.174967E+0
1.350000E+2	1.379427E+2	4.330465E+0	1.368603E+1	1.577721E+0
1.360000E+2	1.407184E+2	3.916129E+0	1.302857E+1	1.483842E+0
1.370000E+2	1.424370E+2	2.623692E+0	1.271027E+1	1.008742E+0
1.380000E+2	1.431532E+2	1.754508E+0	1.276797E+1	6.424567E-1
1.390000E+2	1.435120E+2	1.482866E+0	1.297676E+1	5.054913E-1
1.400000E+2	1.438089E+2	1.484688E+0	1.322343E+1	5.022997E-1
1.410000E+2	1.441317E+2	1.554566E+0	1.347144E+1	5.423219E-1
1.420000E+2	1.445016E+2	1.620552E+0	1.370973E+1	5.886373E-1
1.430000E+2	1.449154E+2	1.653166E+0	1.393674E+1	6.261030E-1
1.440000E+2	1.453551E+2	1.641412E+0	1.415734E+1	6.467392E-1
1.450000E+2	1.457977E+2	1.600439E+0	1.438024E+1	6.509952E-1
1.460000E+2	1.462336E+2	1.589768E+0	1.461151E+1	6.547601E-1
1.470000E+2	1.466966E+2	1.731000E+0	1.484217E+1	6.995029E-1
1.480000E+2	1.473132E+2	2.170407E+0	1.502618E+1	8.511448E-1
1.490000E+2	1.483612E+2	2.900728E+0	1.505015E+1	1.134747E+0
1.500000E+2	1.501111E+2	3.488069E+0	1.478308E+1	1.393113E+0
1.510000E+2	1.521686E+2	3.344190E+0	1.435393E+1	1.346649E+0
1.520000E+2	1.537715E+2	2.996532E+0	1.409568E+1	1.107510E+0
1.530000E+2	1.551629E+2	3.524295E+0	1.397820E+1	1.117028E+0
1.540000E+2	1.572506E+2	4.606125E+0	1.368480E+1	1.412556E+0
1.550000E+2	1.602207E+2	4.827613E+0	1.309392E+1	1.515664E+0
1.560000E+2	1.626818E+2	3.688000E+0	1.261031E+1	1.187296E+0
1.570000E+2	1.638990E+2	2.393552E+0	1.249838E+1	7.702187E-1
1.580000E+2	1.644113E+2	1.670535E+0	1.261608E+1	5.126938E-1
1.590000E+2	1.646907E+2	1.428111E+0	1.281911E+1	4.154083E-1
1.600000E+2	1.649220E+2	1.409155E+0	1.304792E+1	4.067999E-1
1.610000E+2	1.651658E+2	1.465039E+0	1.328189E+1	4.331929E-1
1.620000E+2	1.654431E+2	1.536612E+0	1.351304E+1	4.706491E-1
1.630000E+2	1.657597E+2	1.597634E+0	1.373801E+1	5.084139E-1
1.640000E+2	1.661122E+2	1.634936E+0	1.395643E+1	5.402035E-1
1.650000E+2	1.664911E+2	1.648919E+0	1.417044E+1	5.633601E-1
1.660000E+2	1.668880E+2	1.663042E+0	1.438282E+1	5.818186E-1
1.670000E+2	1.673103E+2	1.736609E+0	1.459233E+1	6.112932E-1
1.680000E+2	1.678045E+2	1.963697E+0	1.478494E+1	6.831143E-1
1.690000E+2	1.684896E+2	2.416469E+0	1.492010E+1	8.317289E-1
1.700000E+2	1.695613E+2	3.009977E+0	1.492415E+1	1.044800E+0
1.710000E+2	1.711147E+2	3.376149E+0	1.474655E+1	1.201463E+0
1.720000E+2	1.727896E+2	3.115207E+0	1.449629E+1	1.143950E+0
1.730000E+2	1.740158E+2	2.389234E+0	1.438284E+1	9.022921E-1
1.740000E+2	1.746901E+2	1.699104E+0	1.446621E+1	6.485772E-1
1.750000E+2	1.750443E+2	1.304620E+0	1.467690E+1	4.875894E-1
1.760000E+2	1.752823E+2	1.205322E+0	1.494433E+1	4.360893E-1
1.770000E+2	1.755181E+2	1.300062E+0	1.522619E+1	4.685406E-1
1.780000E+2	1.758206E+2	1.498071E+0	1.549461E+1	5.524079E-1
1.790000E+2	1.762422E+2	1.732030E+0	1.572559E+1	6.612645E-1
1.800000E+2	1.768105E+2	1.924369E+0	1.590158E+1	7.638455E-1
1.810000E+2	1.774948E+2	1.986829E+0	1.602720E+1	8.202747E-1
1.820000E+2	1.781927E+2	1.878230E+0	1.613993E+1	8.041919E-1
1.830000E+2	1.787946E+2	1.658092E+0	1.628852E+1	7.304983E-1
1.840000E+2	1.792652E+2	1.449307E+0	1.649597E+1	6.478587E-1
1.850000E+2	1.796470E+2	1.353634E+0	1.675101E+1	6.049581E-1
1.860000E+2	1.800173E+2	1.418811E+0	1.702298E+1	6.297933E-1
1.870000E+2	1.804762E+2	1.689217E+0	1.726819E+1	7.401311E-1
1.880000E+2	1.812079E+2	2.284937E+0	1.740640E+1	9.769406E-1
1.890000E+2	1.826298E+2	3.269023E+0	1.725821E+1	1.369340E+0
1.900000E+2	1.851565E+2	3.976861E+0	1.663284E+1	1.662276E+0
1.910000E+2	1.878115E+2	3.388563E+0	1.591262E+1	1.425468E+0
1.920000E+2	1.893003E+2	2.270028E+0	1.565359E+1	9.498520E-1
1.930000E+2	1.899499E+2	1.603024E+0	1.574809E+1	6.420406E-1
1.940000E+2	1.903321E+2	1.512980E+0	1.596914E+1	5.588664E-1
1.950000E+2	1.907675E+2	1.933732E+0	1.619133E+1	6.746106E-1
1.960000E+2	1.915957E+2	2.834462E+0	1.628907E+1	9.786884E-1
1.970000E+2	1.933344E+2	3.908818E+0	1.606467E+1	1.371876E+0
1.980000E+2	1.959681E+2	4.129536E+0	1.548866E+1	1.485654E+0
1.990000E+2	1.981356E+2	3.134815E+0	1.503363E+1	1.150371E+0
2.000000E+2	1.991960E+2	2.041482E+0	1.496271E+1	7.482406E-1
2.010000E+2	1.996536E+2	1.437527E+0	1.511666E+1	5.113696E-1
2.020000E+2	1.999115E+2	1.218391E+0	1.535367E+1	4.208722E-1
2.030000E+2	2.001240E+2	1.205738E+0	1.561768E+1	4.120173E-1
2.040000E+2	2.003581E+2	1.345403E+0	1.588495E+1	4.572887E-1
2.050000E+2	2.006840E+2	1.671403E+0	1.613118E+1	5.661664E-1
2.060000E+2	2.012339E+2	2.227460E+0	1.630922E+1	7.590355E-1
2.070000E+2	2.022324E+2	2.939818E+0	1.633397E+1	1.019611E+0
2.080000E+2	2.038290E+2	3.431412E+0	1.613584E+1	1.220134E+0
2.090000E+2	2.056424E+2	3.224433E+0	1.583179E+1	1.176883E+0
2.100000E+2	2.069850E+2	2.482060E+0	1.567331E+1	9.244272E-1
2.110000E+2	2.077221E+2	1.774346E+0	1.573025E+1	6.641660E-1
2.120000E+2	2.081127E+2	1.359517E+0	1.592131E+1	5.017347E-1
2.130000E+2	2.083698E+2	1.210814E+0	1.617197E+1	4.386421E-1
2.140000E+2	2.086029E+2	1.249039E+0	1.644242E+1	4.481498E-1
2.150000E+2	2.088834E+2	1.459577E+0	1.670652E+1	5.200101E-1
2.160000E+2	2.093136E+2	1.913390E+0	1.692729E+1	6.751834E-1
2.170000E+2	2.101203E+2	2.703648E+0	1.702218E+1	9.495828E-1
2.180000E+2	2.117069E+2	3.669555E+0	1.683884E+1	1.297309E+0
2.190000E+2	2.141373E+2	4.037618E+0	1.633253E+1	1.444859E+0
2.200000E+2	2.163838E+2	3.391367E+0	1.586074E+1	1.211475E+0
2.210000E+2	2.177675E+2	2.719828E+0	1.569347E+1	9.118303E-1
2.220000E+2	2.187710E+2	2.879940E+0	1.568799E+1	8.621296E-1
2.230000E+2	2.200997E+2	3.714483E+0	1.561328E+1	1.067327E+0
2.240000E+2	2.222110E+2	4.467215E+0	1.531010E+1	1.292863E+0
2.250000E+2	2.247164E+2	4.309465E+0	1.486800E+1	1.265121E+0
2.260000E+2	2.266235E+2	3.392175E+0	1.457828E+1	9.985272E-1
2.270000E+2	2.277097E+2	2.543577E+0	1.452475E+1	7.332193E-1
2.280000E+2	2.283434E+2	2.092101E+0	1.460881E+1	5.839270E-1
2.290000E+2	2.288096E+2	1.921638E+0	1.474749E+1	5.286196E-1
2.300000E+2	2.292292E+2	1.873034E+0	1.490416E+1	5.184241E-1
2.310000E+2	2.296443E+2	1.863707E+0	1.506560E+1	5.244353E-1
2.320000E+2	2.300665E+2	1.858278E+0	1.522773E+1	5.338849E-1
2.330000E+2	2.304949E+2	1.844223E+0	1.539037E+1	5.410552E-1
2.340000E+2	2.309264E+2	1.844746E+0	1.555469E+1	5.472560E-1
2.350000E+2	2.313808E+2	2.002304E+0	1.571736E+1	5.759896E-1
2.360000E+2	2.320012E+2	2.777847E+0	1.584659E+1	7.229234E-1
2.370000E+2	2.334619E+2	4.901943E+0	1.578342E+1	1.184895E+0
2.380000E+2	2.377274E+2	7.900883E+0	1.504596E+1	1.894075E+0
2.390000E+2	2.445215E+2	7.614658E+0	1.365322E+1	1.844485E+0
2.400000E+2	2.483381E+2	4.498233E+0	1.293313E+1	1.077581E+0
2.410000E+2	2.495043E+2	2.679677E+0	1.285259E+1	5.842677E-1
2.420000E+2	2.499795E+2	2.246992E+0	1.294760E+1	4.334713E-1
2.430000E+2	2.503699E+2	2.319614E+0	1.307049E+1	4.335083E-1
2.440000E+2	2.508114E+2	2.507821E+0	1.318759E+1	4.737346E-1
2.450000E+2	2.513387E+2	2.701974E+0	1.328972E+1	5.208268E-1
2.460000E+2	2.519550E+2	2.851415E+0	1.337452E+1	5.620760E-1
2.470000E+2	2.526392E+2	2.918402E+0	1.344466E+1	5.885118E-1
2.480000E+2	2.533496E+2	2.882266E+0	1.350764E+1	5.942010E-1
2.490000E+2	2.540356E+2	2.750391E+0	1.357373E+1	5.786103E-1
2.500000E+2	2.546572E+2	2.559605E+0	1.365221E+1	5.475507E-1
2.510000E+2	2.551985E+2	2.364697E+0	1.374791E+1	5.114658E-1
2.520000E+2	2.556702E+2	2.221214E+0	1.386023E+1	4.822805E-1
2.530000E+2	2.561019E+2	2.169694E+0	1.398406E+1	4.702809E-1
2.540000E+2	2.565334E+2	2.224259E+0	1.411136E+1	4.813243E-1
2.550000E+2	2.570074E+2	2.368971E+0	1.423260E+1	5.148068E-1
2.560000E+2	2.575618E+2	2.562448E+0	1.433834E+1	5.633661E-1
2.570000E+2	2.582187E+2	2.745903E+0	1.442188E+1	6.141688E-1
2.580000E+2	2.589691E+2	2.855566E+0	1.448304E+1	6.516640E-1
2.590000E+2	2.597665E+2	2.845215E+0	1.453071E+1	6.628613E-1
2.600000E+2	2.605413E+2	2.711543E+0	1.458061E+1	6.438888E-1
2.610000E+2	2.612344E+2	2.500637E+0	1.464778E+1	6.028132E-1
2.620000E+2	2.618243E+2	2.287176E+0	1.473952E+1	5.559156E-1
2.630000E+2	2.623292E+2	2.143927E+0	1.485372E+1	5.209677E-1
2.640000E+2	2.627932E+2	2.119089E+0	1.498129E+1	5.118604E-1
2.650000E+2	2.632725E+2	2.223746E+0	1.510917E+1	5.349461E-1
2.660000E+2	2.638256E+2	2.428422E+0	1.522244E+1	5.865722E-1
2.670000E+2	2.645006E+2	2.666132E+0	1.530742E+1	6.523195E-1
2.680000E+2	2.653099E+2	2.841807E+0	1.535798E+1	7.085842E-1
2.690000E+2	2.662029E+2	2.863138E+0	1.538363E+1	7.298095E-1
2.700000E+2	2.670729E+2	2.694541E+0	1.540996E+1	7.025644E-1
2.710000E+2	2.678161E+2	2.387484E+0	1.546508E+1	6.354305E-1
2.720000E+2	2.683901E+2	2.049654E+0	1.556346E+1	5.532975E-1
2.730000E+2	2.688205E+2	1.795148E+0	1.570224E+1	4.845151E-1
2.740000E+2	2.691730E+2	1.734322E+0	1.586705E+1	4.566164E-1
2.750000E+2	2.695461E+2	1.999975E+0	1.603444E+1	5.026058E-1
2.760000E+2	2.701233E+2	2.769490E+0	1.616008E+1	6.671927E-1
2.770000E+2	2.713388E+2	4.219980E+0	1.613944E+1	9.939221E-1
2.780000E+2	2.740335E+2	6.092406E+0	1.576926E+1	1.419919E+0
2.790000E+2	2.784415E+2	6.941604E+0	1.498747E+1	1.592689E+0
2.800000E+2	2.826009E+2	6.090922E+0	1.426095E+1	1.329756E+0
2.810000E+2	2.853508E+2	5.261087E+0	1.387789E+1	1.040184E+0
2.820000E+2	2.874339E+2	5.175416E+0	1.367011E+1	9.435394E-1
2.830000E+2	2.894517E+2	5.283600E+0	1.349170E+1	9.366634E-1
2.840000E+2	2.914382E+2	5.106590E+0	1.331898E+1	9.037630E-1
2.850000E+2	2.931615E+2	4.548288E+0	1.318728E+1	8.107692E-1
2.860000E+2	2.944505E+2	3.782779E+0	1.312756E+1	6.806822E-1
2.870000E+2	2.953157E+2	3.029146E+0	1.314112E+1	5.495898E-1
2.880000E+2	2.958697E+2	2.415545E+0	1.321076E+1	4.403173E-1
2.890000E+2	2.962300E+2	1.977825E+0	1.331727E+1	3.604336E-1
2.900000E+2	2.964819E+2	1.702553E+0	1.344629E+1	3.089505E-1
2.910000E+2	2.966787E+2	1.559644E+0	1.358861E+1	2.816310E-1
2.920000E+2	2.968538E+2	1.520539E+0	1.373840E+1	2.739018E-1
2.930000E+2	2.970299E+2	1.568040E+0	1.389159E+1	2.826424E-1
2.940000E+2	2.972278E+2	1.699749E+0	1.404441E+1	3.072155E-1
2.950000E+2	2.974726E+2	1.925899E+0	1.419216E+1	3.495610E-1
2.960000E+2	2.978018E+2	2.262217E+0	1.432765E+1	4.132093E-1
2.970000E+2	2.982729E+2	2.716581E+0	1.443950E+1	5.008400E-1
2.980000E+2	2.989650E+2	3.266225E+0	1.451137E+1	6.096488E-1
2.990000E+2	2.999596E+2	3.827293E+0	1.452525E+1	7.246603E-1
3.000000E+2	3.012775E+2	4.245393E+0	1.447355E+1	8.153336E-1
3.010000E+2	3.028043E+2	4.367512E+0	1.437531E+1	8.480624E-1
3.020000E+2	3.043169E+2	4.184656E+0	1.427381E+1	8.151253E-1
3.030000E+2	3.056430E+2	3.872204E+0	1.420595E+1	7.472852E-1
3.040000E+2	3.067666E+2	3.636391E+0	1.417860E+1	6.882092E-1
3.050000E+2	3.077727E+2	3.545138E+0	1.417665E+1	6.598433E-1
3.060000E+2	3.087416E+2	3.518537E+0	1.418337E+1	6.528677E-1
3.070000E+2	3.096911E+2	3.435472E+0	1.419295E+1	6.436040E-1
3.080000E+2	3.105784E+2	3.223418E+0	1.421174E+1	6.142048E-1
3.090000E+2	3.113413E+2	2.884612E+0	1.425149E+1	5.609155E-1
3.100000E+2	3.119415E+2	2.473475E+0	1.432095E+1	4.913352E-1
3.110000E+2	3.123798E+2	2.056352E+0	1.442203E+1	4.170766E-1
3.120000E+2	3.126846E+2	1.683500E+0	1.455112E+1	3.479784E-1
3.130000E+2	3.128929E+2	1.382187E+0	1.470236E+1	2.901333E-1
3.140000E+2	3.130382E+2	1.162184E+0	1.487004E+1	2.464697E-1
3.150000E+2	3.131460E+2	1.023966E+0	1.504955E+1	2.180570E-1
3.160000E+2	3.132354E+2	9.671567E-1	1.523740E+1	2.054446E-1
3.170000E+2	3.133217E+2	1.003471E+0	1.543061E+1	2.107186E-1
3.180000E+2	3.134248E+2	1.180194E+0	1.562542E+1	2.418587E-1
3.190000E+2	3.135863E+2	1.611954E+0	1.581371E+1	3.201729E-1
3.200000E+2	3.139277E+2	2.504424E+0	1.597182E+1	4.875806E-1
3.210000E+2	3.148143E+2	4.120923E+0	1.602717E+1	8.012878E-1
3.220000E+2	3.171328E+2	6.390652E+0	1.579905E+1	1.255923E+0
3.230000E+2	3.216178E+2	7.790155E+0	1.512325E+1	1.551055E+0
3.240000E+2	3.262935E+2	6.621079E+0	1.437932E+1	1.320681E+0
3.250000E+2	3.289459E+2	4.682337E+0	1.402978E+1	8.942606E-1
3.260000E+2	3.302701E+2	3.848462E+0	1.395507E+1	6.629990E-1
3.270000E+2	3.312852E+2	3.931535E+0	1.395428E+1	6.365593E-1
3.280000E+2	3.324013E+2	4.250602E+0	1.394281E+1	6.844706E-1
3.290000E+2	3.336822E+2	4.450288E+0	1.390297E+1	7.238150E-1
3.300000E+2	3.350296E+2	4.417116E+0	1.384838E+1	7.250094E-1
3.310000E+2	3.363055E+2	4.197502E+0	1.380225E+1	6.907622E-1
3.320000E+2	3.374313E+2	3.925011E+0	1.377956E+1	6.422500E-1
3.330000E+2	3.384137E+2	3.713085E+0	1.378101E+1	6.012796E-1
3.340000E+2	3.393025E+2	3.586678E+0	1.379898E+1	5.766176E-1
3.350000E+2	3.401397E+2	3.496595E+0	1.382593E+1	5.627946E-1
3.360000E+2	3.409363E+2	3.377373E+0	1.385912E+1	5.485549E-1
3.370000E+2	3.416749E+2	3.190753E+0	1.390075E+1	5.254613E-1
3.380000E+2	3.423291E+2	2.937042E+0	1.395526E+1	4.913449E-1
3.390000E+2	3.428812E+2	2.644401E+0	1.402627E+1	4.493409E-1
3.400000E+2	3.433302E+2	2.350752E+0	1.411493E+1	4.050955E-1
3.410000E+2	3.436896E+2	2.089415E+0	1.421997E+1	3.642361E-1
3.420000E+2	3.439801E+2	1.882718E+0	1.433866E+1	3.310204E-1
3.430000E+2	3.442236E+2	1.742199E+0	1.446777E+1	3.080803E-1
3.440000E+2	3.444408E+2	1.672520E+0	1.460411E+1	2.968355E-1
3.450000E+2	3.446503E+2	1.677130E+0	1.474459E+1	2.982864E-1
3.460000E+2	3.448717E+2	1.764710E+0	1.488586E+1	3.140500E-1
3.470000E+2	3.451301E+2	1.955829E+0	1.502351E+1	3.475485E-1
3.480000E+2	3.454650E+2	2.289157E+0	1.515046E+1	4.051918E-1
3.490000E+2	3.459480E+2	2.824179E+0	1.525390E+1	4.969784E-1
