LDNA (nm)	j (index)	j stdev	Force (pN)	fstdev
2.376000E+3	2.460015E+3	4.287149E+0	1.282369E+1	7.627933E-2
2.377000E+3	2.460164E+3	4.879586E+0	1.284058E+1	8.645202E-2
2.378000E+3	2.460358E+3	5.620742E+0	1.285671E+1	9.933886E-2
2.379000E+3	2.460618E+3	6.528153E+0	1.287174E+1	1.152673E-1
2.380000E+3	2.460971E+3	7.620639E+0	1.288516E+1	1.345873E-1
2.381000E+3	2.461453E+3	8.916861E+0	1.289633E+1	1.576487E-1
2.382000E+3	2.462115E+3	1.043226E+1	1.290432E+1	1.847484E-1
2.383000E+3	2.463021E+3	1.217377E+1	1.290798E+1	2.160359E-1
2.384000E+3	2.464251E+3	1.413154E+1	1.290584E+1	2.513655E-1
2.385000E+3	2.465901E+3	1.626760E+1	1.289615E+1	2.900888E-1
2.386000E+3	2.468068E+3	1.850246E+1	1.287710E+1	3.308079E-1
2.387000E+3	2.470834E+3	2.070390E+1	1.284713E+1	3.711634E-1
2.388000E+3	2.474237E+3	2.268583E+1	1.280548E+1	4.078003E-1
2.389000E+3	2.478233E+3	2.422759E+1	1.275284E+1	4.367012E-1
2.390000E+3	2.482671E+3	2.511879E+1	1.269183E+1	4.539875E-1
2.391000E+3	2.487306E+3	2.521982E+1	1.262684E+1	4.570205E-1
2.392000E+3	2.491842E+3	2.451086E+1	1.256321E+1	4.453104E-1
2.393000E+3	2.496010E+3	2.310078E+1	1.250589E+1	4.207104E-1
2.394000E+3	2.499622E+3	2.118995E+1	1.245833E+1	3.867698E-1
2.395000E+3	2.502602E+3	1.900942E+1	1.242207E+1	3.476421E-1
2.396000E+3	2.504964E+3	1.676727E+1	1.239690E+1	3.071068E-1
2.397000E+3	2.506782E+3	1.461963E+1	1.238157E+1	2.680289E-1
2.398000E+3	2.508156E+3	1.266560E+1	1.237433E+1	2.322516E-1
2.399000E+3	2.509185E+3	1.095619E+1	1.237340E+1	2.007504E-1
2.400000E+3	2.509955E+3	9.507785E+0	1.237722E+1	1.738713E-1
2.401000E+3	2.510537E+3	8.314269E+0	1.238453E+1	1.515521E-1
2.402000E+3	2.510985E+3	7.356024E+0	1.239433E+1	1.334848E-1
2.403000E+3	2.511338E+3	6.605821E+0	1.240592E+1	1.192225E-1
2.404000E+3	2.511625E+3	6.032675E+0	1.241875E+1	1.082451E-1
2.405000E+3	2.511868E+3	5.604659E+0	1.243245E+1	1.000048E-1
2.406000E+3	2.512079E+3	5.291201E+0	1.244677E+1	9.396371E-2
2.407000E+3	2.512269E+3	5.064886E+0	1.246152E+1	8.962577E-2
2.408000E+3	2.512445E+3	4.902577E+0	1.247657E+1	8.656042E-2
2.409000E+3	2.512610E+3	4.785762E+0	1.249184E+1	8.441444E-2
2.410000E+3	2.512769E+3	4.700280E+0	1.250727E+1	8.291164E-2
2.411000E+3	2.512923E+3	4.635674E+0	1.252282E+1	8.184449E-2
2.412000E+3	2.513074E+3	4.584437E+0	1.253848E+1	8.106174E-2
2.413000E+3	2.513222E+3	4.541298E+0	1.255422E+1	8.045584E-2
2.414000E+3	2.513367E+3	4.502615E+0	1.257003E+1	7.995167E-2
2.415000E+3	2.513511E+3	4.465917E+0	1.258592E+1	7.949763E-2
2.416000E+3	2.513652E+3	4.429554E+0	1.260187E+1	7.905876E-2
2.417000E+3	2.513792E+3	4.392447E+0	1.261789E+1	7.861184E-2
2.418000E+3	2.513930E+3	4.353915E+0	1.263398E+1	7.814178E-2
2.419000E+3	2.514066E+3	4.313548E+0	1.265015E+1	7.763910E-2
2.420000E+3	2.514199E+3	4.271127E+0	1.266638E+1	7.709829E-2
2.421000E+3	2.514331E+3	4.226563E+0	1.268269E+1	7.651651E-2
2.422000E+3	2.514460E+3	4.179856E+0	1.269908E+1	7.589284E-2
2.423000E+3	2.514586E+3	4.131072E+0	1.271556E+1	7.522767E-2
2.424000E+3	2.514710E+3	4.080317E+0	1.273211E+1	7.452235E-2
2.425000E+3	2.514832E+3	4.027730E+0	1.274875E+1	7.377888E-2
2.426000E+3	2.514950E+3	3.973471E+0	1.276548E+1	7.299972E-2
2.427000E+3	2.515066E+3	3.917714E+0	1.278230E+1	7.218770E-2
2.428000E+3	2.515179E+3	3.860642E+0	1.279921E+1	7.134584E-2
2.429000E+3	2.515289E+3	3.802444E+0	1.281621E+1	7.047737E-2
2.430000E+3	2.515396E+3	3.743313E+0	1.283331E+1	6.958559E-2
2.431000E+3	2.515500E+3	3.683441E+0	1.285050E+1	6.867388E-2
2.432000E+3	2.515601E+3	3.623020E+0	1.286779E+1	6.774564E-2
2.433000E+3	2.515699E+3	3.562239E+0	1.288518E+1	6.680427E-2
2.434000E+3	2.515794E+3	3.501285E+0	1.290266E+1	6.585316E-2
2.435000E+3	2.515886E+3	3.440338E+0	1.292024E+1	6.489566E-2
2.436000E+3	2.515975E+3	3.379576E+0	1.293791E+1	6.393505E-2
2.437000E+3	2.516061E+3	3.319170E+0	1.295569E+1	6.297456E-2
2.438000E+3	2.516145E+3	3.259287E+0	1.297355E+1	6.201736E-2
2.439000E+3	2.516226E+3	3.200086E+0	1.299152E+1	6.106653E-2
2.440000E+3	2.516304E+3	3.141722E+0	1.300957E+1	6.012511E-2
2.441000E+3	2.516379E+3	3.084349E+0	1.302773E+1	5.919606E-2
2.442000E+3	2.516452E+3	3.028115E+0	1.304597E+1	5.828235E-2
2.443000E+3	2.516523E+3	2.973170E+0	1.306431E+1	5.738695E-2
2.444000E+3	2.516592E+3	2.919670E+0	1.308273E+1	5.651290E-2
2.445000E+3	2.516658E+3	2.867784E+0	1.310125E+1	5.566348E-2
2.446000E+3	2.516722E+3	2.817706E+0	1.311985E+1	5.484237E-2
2.447000E+3	2.516784E+3	2.769681E+0	1.313854E+1	5.405401E-2
2.448000E+3	2.516844E+3	2.724041E+0	1.315732E+1	5.330421E-2
2.449000E+3	2.516903E+3	2.681269E+0	1.317617E+1	5.260111E-2
2.450000E+3	2.516959E+3	2.642118E+0	1.319511E+1	5.195699E-2
2.451000E+3	2.517015E+3	2.607798E+0	1.321412E+1	5.139125E-2
2.452000E+3	2.517069E+3	2.580309E+0	1.323321E+1	5.093561E-2
2.453000E+3	2.517123E+3	2.563003E+0	1.325236E+1	5.064294E-2
2.454000E+3	2.517176E+3	2.561495E+0	1.327158E+1	5.060206E-2
2.455000E+3	2.517229E+3	2.585100E+0	1.329084E+1	5.096152E-2
2.456000E+3	2.517284E+3	2.648900E+0	1.331013E+1	5.196584E-2
2.457000E+3	2.517342E+3	2.776314E+0	1.332940E+1	5.400445E-2
2.458000E+3	2.517408E+3	3.001522E+0	1.334861E+1	5.766617E-2
2.459000E+3	2.517486E+3	3.370665E+0	1.336765E+1	6.378006E-2
2.460000E+3	2.517586E+3	3.941411E+0	1.338633E+1	7.342335E-2
2.461000E+3	2.517728E+3	4.782375E+0	1.340434E+1	8.790578E-2
2.462000E+3	2.517939E+3	5.974733E+0	1.342114E+1	1.087745E-1
2.463000E+3	2.518275E+3	7.616144E+0	1.343576E+1	1.378653E-1
2.464000E+3	2.518826E+3	9.823585E+0	1.344654E+1	1.773546E-1
2.465000E+3	2.519748E+3	1.272853E+1	1.345068E+1	2.296859E-1
2.466000E+3	2.521293E+3	1.645301E+1	1.344354E+1	2.971535E-1
2.467000E+3	2.523855E+3	2.104695E+1	1.341794E+1	3.807729E-1
2.468000E+3	2.527970E+3	2.636224E+1	1.336397E+1	4.779851E-1
2.469000E+3	2.534222E+3	3.186737E+1	1.327082E+1	5.792369E-1
2.470000E+3	2.542911E+3	3.652172E+1	1.313266E+1	6.655884E-1
2.471000E+3	2.553578E+3	3.899511E+1	1.295748E+1	7.125894E-1
2.472000E+3	2.564827E+3	3.838513E+1	1.277057E+1	7.033444E-1
2.473000E+3	2.574926E+3	3.489670E+1	1.260364E+1	6.411115E-1
2.474000E+3	2.582760E+3	2.968785E+1	1.247745E+1	5.467502E-1
2.475000E+3	2.588177E+3	2.407288E+1	1.239516E+1	4.442378E-1
2.476000E+3	2.591638E+3	1.894203E+1	1.234861E+1	3.499441E-1
2.477000E+3	2.593748E+3	1.469237E+1	1.232688E+1	2.712155E-1
2.478000E+3	2.595011E+3	1.140679E+1	1.232079E+1	2.095627E-1
2.479000E+3	2.595776E+3	9.033454E+0	1.232398E+1	1.639332E-1
2.480000E+3	2.596264E+3	7.487650E+0	1.233240E+1	1.326685E-1
2.481000E+3	2.596609E+3	6.678289E+0	1.234359E+1	1.142034E-1
2.482000E+3	2.596894E+3	6.491076E+0	1.235604E+1	1.068688E-1
2.483000E+3	2.597174E+3	6.787087E+0	1.236877E+1	1.085532E-1
2.484000E+3	2.597489E+3	7.439012E+0	1.238109E+1	1.170181E-1
2.485000E+3	2.597873E+3	8.360635E+0	1.239242E+1	1.305229E-1
2.486000E+3	2.598363E+3	9.505729E+0	1.240216E+1	1.480276E-1
2.487000E+3	2.598999E+3	1.085254E+1	1.240965E+1	1.690047E-1
2.488000E+3	2.599829E+3	1.238846E+1	1.241412E+1	1.931662E-1
2.489000E+3	2.600910E+3	1.409783E+1	1.241466E+1	2.202325E-1
2.490000E+3	2.602305E+3	1.595189E+1	1.241023E+1	2.497468E-1
2.491000E+3	2.604082E+3	1.789973E+1	1.239975E+1	2.809151E-1
2.492000E+3	2.606301E+3	1.986097E+1	1.238220E+1	3.124785E-1
2.493000E+3	2.609002E+3	2.172254E+1	1.235690E+1	3.426525E-1
2.494000E+3	2.612187E+3	2.334346E+1	1.232376E+1	3.691934E-1
2.495000E+3	2.615802E+3	2.457111E+1	1.228357E+1	3.896489E-1
2.496000E+3	2.619727E+3	2.526883E+1	1.223817E+1	4.017933E-1
2.497000E+3	2.623789E+3	2.534810E+1	1.219028E+1	4.041444E-1
2.498000E+3	2.627788E+3	2.479299E+1	1.214308E+1	3.963645E-1
2.499000E+3	2.631533E+3	2.366539E+1	1.209962E+1	3.793598E-1
2.500000E+3	2.634880E+3	2.208813E+1	1.206227E+1	3.550271E-1
2.501000E+3	2.637749E+3	2.021423E+1	1.203238E+1	3.257716E-1
2.502000E+3	2.640119E+3	1.819540E+1	1.201033E+1	2.940046E-1
2.503000E+3	2.642019E+3	1.615980E+1	1.199571E+1	2.617822E-1
2.504000E+3	2.643507E+3	1.420206E+1	1.198767E+1	2.306391E-1
2.505000E+3	2.644650E+3	1.238326E+1	1.198515E+1	2.015803E-1
2.506000E+3	2.645517E+3	1.073649E+1	1.198709E+1	1.751639E-1
2.507000E+3	2.646168E+3	9.274135E+0	1.199252E+1	1.516153E-1
2.508000E+3	2.646653E+3	7.994792E+0	1.200065E+1	1.309354E-1
2.509000E+3	2.647014E+3	6.888724E+0	1.201083E+1	1.129877E-1
2.510000E+3	2.647283E+3	5.941781E+0	1.202253E+1	9.756152E-2
2.511000E+3	2.647484E+3	5.137992E+0	1.203538E+1	8.441383E-2
2.512000E+3	2.647635E+3	4.461141E+0	1.204909E+1	7.329520E-2
2.513000E+3	2.647749E+3	3.895634E+0	1.206342E+1	6.396443E-2
2.514000E+3	2.647836E+3	3.426914E+0	1.207823E+1	5.619568E-2
2.515000E+3	2.647904E+3	3.041588E+0	1.209339E+1	4.978085E-2
2.516000E+3	2.647958E+3	2.727418E+0	1.210883E+1	4.452949E-2
2.517000E+3	2.648002E+3	2.473269E+0	1.212447E+1	4.026773E-2
2.518000E+3	2.648038E+3	2.269066E+0	1.214027E+1	3.683725E-2
2.519000E+3	2.648069E+3	2.105792E+0	1.215620E+1	3.409498E-2
2.520000E+3	2.648096E+3	1.975514E+0	1.217224E+1	3.191332E-2
2.521000E+3	2.648120E+3	1.871403E+0	1.218837E+1	3.018073E-2
2.522000E+3	2.648141E+3	1.787729E+0	1.220457E+1	2.880206E-2
2.523000E+3	2.648161E+3	1.719803E+0	1.222085E+1	2.769820E-2
2.524000E+3	2.648179E+3	1.663880E+0	1.223718E+1	2.680502E-2
2.525000E+3	2.648196E+3	1.617031E+0	1.225357E+1	2.607172E-2
2.526000E+3	2.648213E+3	1.577008E+0	1.227002E+1	2.545885E-2
2.527000E+3	2.648228E+3	1.542107E+0	1.228651E+1	2.493629E-2
2.528000E+3	2.648243E+3	1.511055E+0	1.230306E+1	2.448131E-2
2.529000E+3	2.648258E+3	1.482908E+0	1.231966E+1	2.407697E-2
2.530000E+3	2.648272E+3	1.456970E+0	1.233630E+1	2.371071E-2
2.531000E+3	2.648285E+3	1.432729E+0	1.235300E+1	2.337331E-2
2.532000E+3	2.648299E+3	1.409813E+0	1.236974E+1	2.305799E-2
2.533000E+3	2.648311E+3	1.387949E+0	1.238653E+1	2.275979E-2
2.534000E+3	2.648324E+3	1.366937E+0	1.240336E+1	2.247511E-2
2.535000E+3	2.648336E+3	1.346633E+0	1.242024E+1	2.220130E-2
2.536000E+3	2.648348E+3	1.326928E+0	1.243717E+1	2.193644E-2
2.537000E+3	2.648359E+3	1.307746E+0	1.245414E+1	2.167911E-2
2.538000E+3	2.648370E+3	1.289027E+0	1.247117E+1	2.142829E-2
2.539000E+3	2.648381E+3	1.270727E+0	1.248823E+1	2.118319E-2
2.540000E+3	2.648392E+3	1.252815E+0	1.250535E+1	2.094326E-2
2.541000E+3	2.648402E+3	1.235264E+0	1.252251E+1	2.070806E-2
2.542000E+3	2.648412E+3	1.218056E+0	1.253972E+1	2.047728E-2
2.543000E+3	2.648422E+3	1.201174E+0	1.255697E+1	2.025066E-2
2.544000E+3	2.648432E+3	1.184606E+0	1.257428E+1	2.002802E-2
2.545000E+3	2.648441E+3	1.168343E+0	1.259163E+1	1.980921E-2
2.546000E+3	2.648451E+3	1.152375E+0	1.260902E+1	1.959410E-2
2.547000E+3	2.648459E+3	1.136696E+0	1.262647E+1	1.938260E-2
2.548000E+3	2.648468E+3	1.121298E+0	1.264396E+1	1.917462E-2
2.549000E+3	2.648477E+3	1.106176E+0	1.266150E+1	1.897009E-2
2.550000E+3	2.648485E+3	1.091324E+0	1.267908E+1	1.876896E-2
2.551000E+3	2.648493E+3	1.076739E+0	1.269671E+1	1.857116E-2
2.552000E+3	2.648501E+3	1.062414E+0	1.271439E+1	1.837665E-2
2.553000E+3	2.648509E+3	1.048347E+0	1.273212E+1	1.818539E-2
2.554000E+3	2.648517E+3	1.034533E+0	1.274990E+1	1.799734E-2
2.555000E+3	2.648524E+3	1.020968E+0	1.276772E+1	1.781244E-2
2.556000E+3	2.648531E+3	1.007648E+0	1.278560E+1	1.763068E-2
2.557000E+3	2.648539E+3	9.945690E-1	1.280352E+1	1.745201E-2
2.558000E+3	2.648545E+3	9.817284E-1	1.282149E+1	1.727640E-2
2.559000E+3	2.648552E+3	9.691221E-1	1.283950E+1	1.710382E-2
2.560000E+3	2.648559E+3	9.567467E-1	1.285757E+1	1.693423E-2
2.561000E+3	2.648565E+3	9.445987E-1	1.287568E+1	1.676759E-2
2.562000E+3	2.648572E+3	9.326747E-1	1.289385E+1	1.660389E-2
2.563000E+3	2.648578E+3	9.209713E-1	1.291206E+1	1.644308E-2
2.564000E+3	2.648584E+3	9.094852E-1	1.293032E+1	1.628514E-2
2.565000E+3	2.648590E+3	8.982130E-1	1.294863E+1	1.613003E-2
2.566000E+3	2.648596E+3	8.871513E-1	1.296699E+1	1.597772E-2
2.567000E+3	2.648602E+3	8.762969E-1	1.298540E+1	1.582818E-2
2.568000E+3	2.648607E+3	8.656465E-1	1.300386E+1	1.568136E-2
2.569000E+3	2.648613E+3	8.551968E-1	1.302236E+1	1.553725E-2
2.570000E+3	2.648618E+3	8.449445E-1	1.304092E+1	1.539581E-2
2.571000E+3	2.648623E+3	8.348863E-1	1.305953E+1	1.525700E-2
2.572000E+3	2.648628E+3	8.250189E-1	1.307819E+1	1.512079E-2
2.573000E+3	2.648633E+3	8.153391E-1	1.309689E+1	1.498715E-2
2.574000E+3	2.648638E+3	8.058437E-1	1.311565E+1	1.485604E-2
2.575000E+3	2.648643E+3	7.965294E-1	1.313446E+1	1.472742E-2
2.576000E+3	2.648648E+3	7.873930E-1	1.315332E+1	1.460127E-2
2.577000E+3	2.648652E+3	7.784312E-1	1.317223E+1	1.447753E-2
2.578000E+3	2.648657E+3	7.696409E-1	1.319119E+1	1.435619E-2
2.579000E+3	2.648661E+3	7.610188E-1	1.321020E+1	1.423720E-2
2.580000E+3	2.648666E+3	7.525618E-1	1.322926E+1	1.412053E-2
2.581000E+3	2.648670E+3	7.442667E-1	1.324838E+1	1.400613E-2
2.582000E+3	2.648674E+3	7.361304E-1	1.326754E+1	1.389398E-2
2.583000E+3	2.648678E+3	7.281497E-1	1.328676E+1	1.378403E-2
2.584000E+3	2.648683E+3	7.203214E-1	1.330603E+1	1.367625E-2
2.585000E+3	2.648687E+3	7.126426E-1	1.332535E+1	1.357060E-2
2.586000E+3	2.648691E+3	7.051101E-1	1.334472E+1	1.346704E-2
2.587000E+3	2.648694E+3	6.977209E-1	1.336415E+1	1.336554E-2
2.588000E+3	2.648698E+3	6.904721E-1	1.338363E+1	1.326606E-2
2.589000E+3	2.648702E+3	6.833604E-1	1.340316E+1	1.316855E-2
2.590000E+3	2.648706E+3	6.763831E-1	1.342274E+1	1.307299E-2
2.591000E+3	2.648709E+3	6.695372E-1	1.344238E+1	1.297933E-2
2.592000E+3	2.648713E+3	6.628197E-1	1.346207E+1	1.288754E-2
2.593000E+3	2.648716E+3	6.562278E-1	1.348181E+1	1.279757E-2
2.594000E+3	2.648720E+3	6.497586E-1	1.350161E+1	1.270940E-2
2.595000E+3	2.648723E+3	6.434094E-1	1.352146E+1	1.262298E-2
2.596000E+3	2.648726E+3	6.371773E-1	1.354137E+1	1.253828E-2
2.597000E+3	2.648730E+3	6.310597E-1	1.356133E+1	1.245526E-2
2.598000E+3	2.648733E+3	6.250538E-1	1.358134E+1	1.237388E-2
2.599000E+3	2.648736E+3	6.191570E-1	1.360141E+1	1.229411E-2
2.600000E+3	2.648739E+3	6.133665E-1	1.362153E+1	1.221591E-2
2.601000E+3	2.648742E+3	6.076799E-1	1.364171E+1	1.213924E-2
2.602000E+3	2.648745E+3	6.020947E-1	1.366194E+1	1.206407E-2
2.603000E+3	2.648748E+3	5.966082E-1	1.368223E+1	1.199037E-2
2.604000E+3	2.648751E+3	5.912180E-1	1.370257E+1	1.191809E-2
2.605000E+3	2.648754E+3	5.859218E-1	1.372297E+1	1.184721E-2
2.606000E+3	2.648757E+3	5.807171E-1	1.374342E+1	1.177769E-2
2.607000E+3	2.648760E+3	5.756016E-1	1.376393E+1	1.170949E-2
2.608000E+3	2.648763E+3	5.705731E-1	1.378450E+1	1.164258E-2
2.609000E+3	2.648765E+3	5.656292E-1	1.380512E+1	1.157694E-2
2.610000E+3	2.648768E+3	5.607678E-1	1.382580E+1	1.151252E-2
2.611000E+3	2.648771E+3	5.559866E-1	1.384654E+1	1.144929E-2
2.612000E+3	2.648773E+3	5.512838E-1	1.386733E+1	1.138723E-2
2.613000E+3	2.648776E+3	5.466570E-1	1.388818E+1	1.132630E-2
2.614000E+3	2.648779E+3	5.421044E-1	1.390909E+1	1.126647E-2
2.615000E+3	2.648781E+3	5.376238E-1	1.393005E+1	1.120771E-2
2.616000E+3	2.648783E+3	5.332134E-1	1.395108E+1	1.114999E-2
2.617000E+3	2.648786E+3	5.288714E-1	1.397216E+1	1.109328E-2
2.618000E+3	2.648788E+3	5.245957E-1	1.399330E+1	1.103756E-2
2.619000E+3	2.648791E+3	5.203847E-1	1.401449E+1	1.098280E-2
2.620000E+3	2.648793E+3	5.162366E-1	1.403575E+1	1.092896E-2
2.621000E+3	2.648795E+3	5.121497E-1	1.405707E+1	1.087602E-2
2.622000E+3	2.648798E+3	5.081222E-1	1.407844E+1	1.082395E-2
2.623000E+3	2.648800E+3	5.041525E-1	1.409988E+1	1.077273E-2
2.624000E+3	2.648802E+3	5.002391E-1	1.412137E+1	1.072234E-2
2.625000E+3	2.648805E+3	4.963804E-1	1.414292E+1	1.067274E-2
2.626000E+3	2.648807E+3	4.925749E-1	1.416454E+1	1.062392E-2
2.627000E+3	2.648809E+3	4.888210E-1	1.418621E+1	1.057585E-2
2.628000E+3	2.648811E+3	4.851175E-1	1.420794E+1	1.052850E-2
2.629000E+3	2.648813E+3	4.814628E-1	1.422974E+1	1.048185E-2
2.630000E+3	2.648815E+3	4.778555E-1	1.425160E+1	1.043589E-2
2.631000E+3	2.648817E+3	4.742942E-1	1.427351E+1	1.039059E-2
2.632000E+3	2.648820E+3	4.707778E-1	1.429549E+1	1.034594E-2
2.633000E+3	2.648822E+3	4.673067E-1	1.431753E+1	1.030188E-2
2.634000E+3	2.648823E+3	4.638770E-1	1.433963E+1	1.025843E-2
2.635000E+3	2.648826E+3	4.604886E-1	1.436180E+1	1.021556E-2
2.636000E+3	2.648828E+3	4.571403E-1	1.438402E+1	1.017325E-2
2.637000E+3	2.648830E+3	4.538311E-1	1.440631E+1	1.013148E-2
2.638000E+3	2.648832E+3	4.505600E-1	1.442866E+1	1.009023E-2
2.639000E+3	2.648833E+3	4.473258E-1	1.445108E+1	1.004948E-2
2.640000E+3	2.648835E+3	4.441276E-1	1.447355E+1	1.000922E-2
2.641000E+3	2.648837E+3	4.409643E-1	1.449610E+1	9.969431E-3
2.642000E+3	2.648839E+3	4.378352E-1	1.451870E+1	9.930097E-3
2.643000E+3	2.648841E+3	4.347391E-1	1.454137E+1	9.891200E-3
2.644000E+3	2.648843E+3	4.316753E-1	1.456410E+1	9.852727E-3
2.645000E+3	2.648844E+3	4.286429E-1	1.458690E+1	9.814662E-3
2.646000E+3	2.648846E+3	4.256411E-1	1.460976E+1	9.776990E-3
2.647000E+3	2.648848E+3	4.226691E-1	1.463269E+1	9.739698E-3
2.648000E+3	2.648850E+3	4.197260E-1	1.465568E+1	9.702771E-3
2.649000E+3	2.648851E+3	4.168112E-1	1.467874E+1	9.666197E-3
2.650000E+3	2.648853E+3	4.139238E-1	1.470187E+1	9.629963E-3
2.651000E+3	2.648855E+3	4.110633E-1	1.472506E+1	9.594056E-3
2.652000E+3	2.648856E+3	4.082290E-1	1.474831E+1	9.558464E-3
2.653000E+3	2.648858E+3	4.054201E-1	1.477163E+1	9.523176E-3
2.654000E+3	2.648860E+3	4.026360E-1	1.479502E+1	9.488179E-3
2.655000E+3	2.648861E+3	3.998762E-1	1.481848E+1	9.453464E-3
2.656000E+3	2.648863E+3	3.971400E-1	1.484200E+1	9.419019E-3
2.657000E+3	2.648865E+3	3.944269E-1	1.486559E+1	9.384835E-3
2.658000E+3	2.648866E+3	3.917364E-1	1.488925E+1	9.350901E-3
2.659000E+3	2.648868E+3	3.890678E-1	1.491298E+1	9.317208E-3
2.660000E+3	2.648869E+3	3.864207E-1	1.493678E+1	9.283746E-3
2.661000E+3	2.648871E+3	3.837945E-1	1.496064E+1	9.250506E-3
2.662000E+3	2.648872E+3	3.811890E-1	1.498457E+1	9.217479E-3
2.663000E+3	2.648874E+3	3.786034E-1	1.500858E+1	9.184659E-3
2.664000E+3	2.648875E+3	3.760374E-1	1.503265E+1	9.152034E-3
2.665000E+3	2.648877E+3	3.734907E-1	1.505679E+1	9.119599E-3
2.666000E+3	2.648878E+3	3.709626E-1	1.508100E+1	9.087345E-3
2.667000E+3	2.648880E+3	3.684530E-1	1.510528E+1	9.055265E-3
2.668000E+3	2.648881E+3	3.659613E-1	1.512963E+1	9.023353E-3
2.669000E+3	2.648882E+3	3.634873E-1	1.515406E+1	8.991600E-3
2.670000E+3	2.648884E+3	3.610305E-1	1.517855E+1	8.960001E-3
2.671000E+3	2.648885E+3	3.585905E-1	1.520312E+1	8.928549E-3
2.672000E+3	2.648886E+3	3.561672E-1	1.522775E+1	8.897238E-3
2.673000E+3	2.648888E+3	3.537602E-1	1.525246E+1	8.866062E-3
2.674000E+3	2.648889E+3	3.513691E-1	1.527724E+1	8.835016E-3
2.675000E+3	2.648891E+3	3.489936E-1	1.530210E+1	8.804093E-3
2.676000E+3	2.648892E+3	3.466335E-1	1.532702E+1	8.773289E-3
2.677000E+3	2.648893E+3	3.442885E-1	1.535202E+1	8.742598E-3
2.678000E+3	2.648895E+3	3.419583E-1	1.537709E+1	8.712015E-3
2.679000E+3	2.648896E+3	3.396427E-1	1.540224E+1	8.681536E-3
2.680000E+3	2.648897E+3	3.373414E-1	1.542746E+1	8.651156E-3
2.681000E+3	2.648898E+3	3.350542E-1	1.545275E+1	8.620870E-3
2.682000E+3	2.648899E+3	3.327809E-1	1.547812E+1	8.590674E-3
2.683000E+3	2.648901E+3	3.305212E-1	1.550357E+1	8.560564E-3
2.684000E+3	2.648902E+3	3.282749E-1	1.552909E+1	8.530538E-3
2.685000E+3	2.648903E+3	3.260418E-1	1.555468E+1	8.500588E-3
2.686000E+3	2.648904E+3	3.238218E-1	1.558035E+1	8.470714E-3
2.687000E+3	2.648906E+3	3.216145E-1	1.560610E+1	8.440911E-3
2.688000E+3	2.648907E+3	3.194200E-1	1.563192E+1	8.411175E-3
2.689000E+3	2.648908E+3	3.172379E-1	1.565782E+1	8.381504E-3
2.690000E+3	2.648909E+3	3.150680E-1	1.568379E+1	8.351893E-3
2.691000E+3	2.648910E+3	3.129104E-1	1.570985E+1	8.322341E-3
2.692000E+3	2.648911E+3	3.107647E-1	1.573598E+1	8.292845E-3
2.693000E+3	2.648912E+3	3.086308E-1	1.576219E+1	8.263401E-3
2.694000E+3	2.648914E+3	3.065086E-1	1.578847E+1	8.234006E-3
2.695000E+3	2.648915E+3	3.043979E-1	1.581484E+1	8.204659E-3
2.696000E+3	2.648916E+3	3.022986E-1	1.584128E+1	8.175356E-3
2.697000E+3	2.648917E+3	3.002106E-1	1.586780E+1	8.146096E-3
2.698000E+3	2.648918E+3	2.981337E-1	1.589441E+1	8.116876E-3
2.699000E+3	2.648919E+3	2.960678E-1	1.592109E+1	8.087693E-3
2.700000E+3	2.648920E+3	2.940129E-1	1.594785E+1	8.058545E-3
2.701000E+3	2.648921E+3	2.919687E-1	1.597469E+1	8.029431E-3
2.702000E+3	2.648922E+3	2.899351E-1	1.600162E+1	8.000349E-3
2.703000E+3	2.648923E+3	2.879121E-1	1.602862E+1	7.971296E-3
2.704000E+3	2.648924E+3	2.858996E-1	1.605571E+1	7.942271E-3
2.705000E+3	2.648925E+3	2.838974E-1	1.608287E+1	7.913272E-3
2.706000E+3	2.648926E+3	2.819055E-1	1.611012E+1	7.884298E-3
2.707000E+3	2.648927E+3	2.799238E-1	1.613745E+1	7.855345E-3
2.708000E+3	2.648928E+3	2.779521E-1	1.616487E+1	7.826415E-3
2.709000E+3	2.648929E+3	2.759904E-1	1.619237E+1	7.797504E-3
2.710000E+3	2.648930E+3	2.740386E-1	1.621995E+1	7.768612E-3
2.711000E+3	2.648931E+3	2.720966E-1	1.624761E+1	7.739736E-3
2.712000E+3	2.648932E+3	2.701644E-1	1.627536E+1	7.710876E-3
2.713000E+3	2.648933E+3	2.682418E-1	1.630319E+1	7.682030E-3
2.714000E+3	2.648933E+3	2.663288E-1	1.633111E+1	7.653197E-3
2.715000E+3	2.648934E+3	2.644254E-1	1.635911E+1	7.624377E-3
2.716000E+3	2.648935E+3	2.625313E-1	1.638720E+1	7.595567E-3
2.717000E+3	2.648936E+3	2.606467E-1	1.641537E+1	7.566767E-3
2.718000E+3	2.648937E+3	2.587714E-1	1.644363E+1	7.537975E-3
2.719000E+3	2.648938E+3	2.569053E-1	1.647198E+1	7.509192E-3
2.720000E+3	2.648939E+3	2.550484E-1	1.650041E+1	7.480415E-3
2.721000E+3	2.648939E+3	2.532007E-1	1.652893E+1	7.451645E-3
2.722000E+3	2.648940E+3	2.513619E-1	1.655754E+1	7.422879E-3
2.723000E+3	2.648941E+3	2.495323E-1	1.658623E+1	7.394118E-3
2.724000E+3	2.648942E+3	2.477115E-1	1.661502E+1	7.365360E-3
